级别,规则,单词,音标,分块,分块音标,类型,说明
WARN,weak_visual_split,Macao,/məˈkaʊ/,M | a | c | a | o,,consonant vowel consonant vowel vowel,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,machine,/məˈʃiːn/,m | a | ch | i | n | e,,consonant vowel consonant vowel consonant vowel,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,magician,/məˈdʒɪʃn/,m | a | g | i | cian,,consonant vowel consonant vowel suffix,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,make a snowman,/meɪkəˈsnəʊmæn/,make a snowman,,word,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,manage,/ˈmænɪdʒ/,m | a | n | a | g | e,,consonant vowel consonant vowel consonant vowel,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,manager,/ˈmænɪdʒə/,m | a | n | a | g | er,,consonant vowel consonant vowel consonant r_controlled,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,Mandy,/ˈmændɪ/,M | a | n | d | y,,consonant vowel consonant consonant consonant,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,marriage,/ˈmærɪdʒ/,m | ar | r | i | a | g | e,,consonant r_controlled consonant vowel vowel consonant vowel,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,maybe,/ˈmeɪbi/,m | ay | b | e,,consonant vowel_team consonant vowel,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,medicine,/ˈmedsn/,m | ed | i | c | i | n | e,,consonant suffix vowel consonant vowel consonant vowel,连续单字母视觉拆分过长，教学价值低。
WARN,high_risk_pattern_split,member,/ˈmembə/,m | e | m | b | er,/m/ /e/ /m/ /b/ /ə/,consonant vowel consonant consonant r_controlled,高风险拼读组合 `mb` 没有作为整体分块。
WARN,high_risk_pattern_split,mention,/ˈmɛnʃən/,ment | i | o | n,,suffix vowel vowel consonant,高风险拼读组合 `tion` 没有作为整体分块。
WARN,risky_word_without_sounds,mention,/ˈmɛnʃən/,ment | i | o | n,,suffix vowel vowel consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,method,/ˈmɛθəd/,m | e | th | o | d,,consonant vowel consonant vowel consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,minute,/ˈmɪnɪt/,m | i | n | u | t | e,,consonant vowel consonant vowel consonant vowel,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,model,/ˈmɒdl/,m | o | d | e | l,,consonant vowel consonant vowel consonant,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,money,/ˈmʌni/,m | o | n | e | y,,consonant vowel consonant vowel consonant,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,monkey,/ˈmʌŋki/,m | o | n | k | e | y,,consonant vowel consonant consonant vowel consonant,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,Moscow,/ˈmɔskəʊ/,M | o | sc | ow,,consonant vowel consonant vowel_team,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,mountain,/ˈmaʊntən/,m | ou | n | t | ai | n,,consonant vowel_team consonant consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,museum,/mjuˈziːəm/,m | u | s | e | u | m,,consonant vowel consonant vowel vowel consonant,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,national flag,/ˈnæʃənəlflæg/,national flag,,word,包含高风险拼读组合，但没有可靠分块音标。
WARN,ed_not_grouped,need,/niːd/,n | ee | d,/n/ /iː/ /d/,consonant vowel_team consonant,`-ed` 词尾没有作为整体分块。
WARN,risky_word_without_sounds,neighbour,/ˈneɪbə/,n | e | igh | b | ou | r,,consonant vowel vowel_team consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,neighbourhood,/ˈneɪbəhʊd/,n | e | igh | b | ou | r | h | oo | d,,consonant vowel vowel_team consonant vowel_team consonant consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,neither,/ˈnaɪðə/,n | e | i | th | er,,consonant vowel vowel consonant r_controlled,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,nervous,/ˈnɜːvəs/,n | er | v | ou | s,,consonant r_controlled consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,New Zealand,/njuːˈziːlənd/,New Zealand,,word,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,next week,/nɛkstwik/,next week,,word,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,nineteen,/ˌnaɪnˈtiːn/,n | i | n | e | t | ee | n,,consonant vowel consonant vowel consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,nineteen,/ˌnaɪnˈtiːn/,n | i | n | e | t | ee | n,,consonant vowel consonant vowel consonant vowel_team consonant,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,ninety,/ˈnaɪnti/,n | i | n | e | t | y,,consonant vowel consonant vowel consonant consonant,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,nosebleed,/ˈnəʊzbliːd/,n | o | s | e | bl | ee | d,,consonant vowel consonant vowel consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,ed_not_grouped,nosebleed,/ˈnəʊzbliːd/,n | o | s | e | bl | ee | d,,consonant vowel consonant vowel consonant vowel_team consonant,`-ed` 词尾没有作为整体分块。
WARN,risky_word_without_sounds,notebook,/ˈnəʊtbʊk/,n | o | t | e | b | oo | k,,consonant vowel consonant vowel consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,notebook,/ˈnəʊtbʊk/,n | o | t | e | b | oo | k,,consonant vowel consonant vowel consonant vowel_team consonant,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,novel,/ˈnɒvl/,n | o | v | e | l,,consonant vowel consonant vowel consonant,连续单字母视觉拆分过长，教学价值低。
WARN,high_risk_pattern_split,November,/nəʊˈvembə/,N | o | v | e | m | b | er,/n/ /əʊ/ /v/ /e/ /m/ /b/ /ə/,consonant vowel consonant vowel consonant consonant r_controlled,高风险拼读组合 `mb` 没有作为整体分块。
WARN,high_risk_pattern_split,number,/ˈnʌmbə/,n | u | m | b | er,/n/ /ʌ/ /m/ /b/ /ə/,consonant vowel consonant consonant r_controlled,高风险拼读组合 `mb` 没有作为整体分块。
WARN,risky_word_without_sounds,ocean,/ˈəʊʃn/,o | c | ea | n,,vowel consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,of course,/əvkɔːs/,of course,,word,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,often,/ˈɒfn/,o | f | t | e | n,,vowel consonant consonant vowel consonant,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,Olympics,/əʊˈlɪmpɪks/,O | ly | m | p | i | c | s,,vowel suffix consonant consonant vowel consonant consonant,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,onion,/ˈʌnjən/,o | n | i | o | n,,vowel consonant vowel vowel consonant,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,opinion,/əˈpɪnjən/,o | p | i | n | i | o | n,,vowel consonant vowel consonant vowel vowel consonant,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,orange,/ˈɒrɪndʒ/,or | a | ng | e,,r_controlled vowel consonant vowel,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,our,/ˈaʊə/,ou | r,,vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,ours,/ɑːz/,ou | r | s,,vowel_team consonant consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,ourselves,/ɑːˈselvz/,ou | r | s | e | l | v | es,,vowel_team consonant consonant vowel consonant consonant suffix,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,ourselves,/ɑːˈselvz/,ou | r | s | e | l | v | es,,vowel_team consonant consonant vowel consonant consonant suffix,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,outdoor,/ˈaʊtdɔː/,ou | t | d | oo | r,,vowel_team consonant consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,outdoors,/ˌaʊtˈdɔːz/,ou | t | d | oo | r | s,,vowel_team consonant consonant vowel_team consonant consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,high_risk_pattern_split,outgoing,/ˈaʊtɡəʊɪŋ/,ou | t | g | o | ing,/aʊ/ /t/ /g/ /əʊ/ /ɪŋ/,vowel_team consonant consonant vowel suffix,高风险拼读组合 `oi` 没有作为整体分块。
WARN,risky_word_without_sounds,package,/ˈpækɪdʒ/,p | a | ck | a | g | e,,consonant vowel consonant vowel consonant vowel,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,painful,/ˈpeɪnfl/,p | ai | n | ful,,consonant vowel_team consonant suffix,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,parent,/ˈpeəənt/,p | are | n | t,,consonant vowel_team consonant consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,parents,/ˈpeəənts/,p | are | n | t | s,,consonant vowel_team consonant consonant consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,high_risk_pattern_split,passenger,/ˈpæsɪndʒə/,p | a | ss | e | n | g | er,/p/ /æ/ /s/ /ɪ/ /n/ /dʒ/ /ə/,consonant vowel consonant vowel consonant consonant r_controlled,高风险拼读组合 `ng` 没有作为整体分块。
WARN,risky_word_without_sounds,peaceful,/ˈpiːsfl/,p | ea | c | e | ful,,consonant vowel_team consonant vowel suffix,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,peasant,/ˈpeznt/,p | ea | s | a | n | t,,consonant vowel_team consonant vowel consonant consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,Peking,/ˈpiˈkɪŋ/,P | e | k | ing,,consonant vowel consonant suffix,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,pencil,/ˈpensl/,p | e | n | c | i | l,,consonant vowel consonant consonant vowel consonant,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,penguin,/ˈpeŋɡwɪn/,p | e | ng | ui | n,,consonant vowel consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,physical,/ˈfɪzɪkl/,ph | y | s | i | c | al,,consonant consonant consonant vowel consonant vowel,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,physics,/ˈfɪzɪks/,ph | y | s | i | c | s,,consonant consonant consonant vowel consonant consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,physics,/ˈfɪzɪks/,ph | y | s | i | c | s,,consonant consonant consonant vowel consonant consonant,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,ping-pong,/pɪŋpɒŋ/,ping-pong,,word,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,playhouse,/ˈpleɪhɑʊs/,pl | ay | h | ou | s | e,,consonant vowel_team consonant vowel_team consonant vowel,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,pleasant,/ˈpleznt/,pl | ea | s | a | n | t,,consonant vowel_team consonant vowel consonant consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,police,/pəˈliːs/,p | o | l | i | c | e,,consonant vowel consonant vowel consonant vowel,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,policeman,/pəˈliːsmən/,p | o | l | i | c | e | m | a | n,,consonant vowel consonant vowel consonant vowel consonant vowel consonant,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,policemen,/pəˈliːsmən/,p | o | l | i | c | e | m | e | n,,consonant vowel consonant vowel consonant vowel consonant vowel consonant,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,politely,/pəˈlaɪtli/,p | o | l | i | t | e | ly,,consonant vowel consonant vowel consonant vowel suffix,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,poor,/pʊə/,p | oo | r,,consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,popular,/ˈpɒpjələ/,p | o | p | u | l | ar,,consonant vowel consonant vowel consonant r_controlled,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,popularity,/ˌpɒpjuˈlærəti/,p | o | p | u | l | ar | i | t | y,,consonant vowel consonant vowel consonant r_controlled vowel consonant consonant,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,population,/ˌpɒpjuˈleɪʃn/,p | o | p | u | l | a | tion,,consonant vowel consonant vowel consonant vowel suffix,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,population,/ˌpɒpjuˈleɪʃn/,p | o | p | u | l | a | tion,,consonant vowel consonant vowel consonant vowel suffix,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,porridge,/ˈpɒrɪdʒ/,p | or | r | i | d | g | e,,consonant r_controlled consonant vowel consonant consonant vowel,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,pour,/pɔː/,p | ou | r,,consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,pressure,/ˈpreʃə/,pr | es | sure,,consonant suffix suffix,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,pupil,/ˈpjuːpl/,p | u | p | i | l,,consonant vowel consonant vowel consonant,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,quarrel,/ˈkwɒrəl/,qu | ar | r | e | l,,consonant r_controlled consonant vowel consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,quarter,/ˈkwɔːtə/,qu | ar | t | er,,consonant r_controlled consonant r_controlled,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,question,/ˈkwestʃən/,qu | es | tion,,consonant suffix suffix,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,queue,/kjuː/,qu | e | ue,,consonant vowel vowel_team,包含高风险拼读组合，但没有可靠分块音标。
WARN,high_risk_pattern_split,quick,/kwɪk/,qu | i | ck,/kw/ /ɪ/ /k/,consonant vowel consonant,高风险拼读组合 `ui` 没有作为整体分块。
WARN,high_risk_pattern_split,quickly,/ˈkwɪkli/,qu | i | ck | ly,/kw/ /ɪ/ /k/ /li/,consonant vowel consonant suffix,高风险拼读组合 `ui` 没有作为整体分块。
WARN,high_risk_pattern_split,quiet,/ˈkwaɪət/,qu | i | e | t,/kw/ /aɪ/ /ə/ /t/,consonant vowel vowel consonant,高风险拼读组合 `ui` 没有作为整体分块。
WARN,high_risk_pattern_split,quietly,/ˈkwaɪətli/,qu | i | e | t | ly,/kw/ /aɪ/ /ə/ /t/ /li/,consonant vowel vowel consonant suffix,高风险拼读组合 `ui` 没有作为整体分块。
WARN,high_risk_pattern_split,quite,/kwaɪt/,qu | i | t | e,/kw/ /aɪ/ /t/ ,consonant vowel consonant silent,高风险拼读组合 `ui` 没有作为整体分块。
WARN,risky_word_without_sounds,rainstorm,/ˈreɪnstɔːrm/,r | ai | n | st | or | m,,consonant vowel_team consonant consonant r_controlled consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,reach,/ritʃ/,r | ea | ch,,consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,read,/rɛd/,r | ea | d,,consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,read a book,/rɛdəbʊk/,read a book,,word,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,reading,/ˈrɛdɪŋ/,r | ea | d | ing,,consonant vowel_team consonant suffix,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,ready,/ˈrɛdi/,r | ea | d | y,,consonant vowel_team consonant consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,real,/ril/,r | ea | l,,consonant vowel_team consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,high_risk_pattern_split,realize,/ˈriːəlaɪz/,r | e | al | i | z | e,/r/ /iː/ /əl/ /aɪ/ /z/ ,consonant vowel vowel vowel consonant silent,高风险拼读组合 `ea` 没有作为整体分块。
WARN,high_risk_pattern_split,really,/ˈriːəli/,r | e | a | ll | y,/r/ /iː/ /ə/ /l/ /i/,consonant vowel vowel consonant vowel,高风险拼读组合 `ea` 没有作为整体分块。
WARN,risky_word_without_sounds,reason,/ˈriːzn/,r | ea | s | o | n,,consonant vowel_team consonant vowel consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,receive,/rɪˈsiːv/,r | e | c | e | i | v | e,,consonant vowel consonant vowel vowel consonant vowel,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,recent,/ˈriːsnt/,r | e | c | e | n | t,,consonant vowel consonant vowel consonant consonant,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,rectangle,/ˈrektæŋɡl/,r | e | c | t | a | ng | le,,consonant vowel consonant consonant vowel consonant vowel,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,rectangle,/ˈrektæŋɡl/,r | e | c | t | a | ng | le,,consonant vowel consonant consonant vowel consonant vowel,连续单字母视觉拆分过长，教学价值低。
WARN,high_risk_pattern_split,remember,/rɪˈmembə/,r | e | m | e | m | b | er,/r/ /ɪ/ /m/ /e/ /m/ /b/ /ə/,consonant vowel consonant vowel consonant consonant r_controlled,高风险拼读组合 `mb` 没有作为整体分块。
WARN,high_risk_pattern_split,require,/rɪˈkwaɪə/,r | e | qu | ire,/r/ /ɪ/ /kw/ /aɪə/,consonant vowel consonant vowel_team,高风险拼读组合 `ui` 没有作为整体分块。
WARN,weak_visual_split,responsible,/rɪˈspɒnsəbl/,r | es | p | o | n | s | i | bl | e,,consonant suffix consonant vowel consonant consonant vowel consonant vowel,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,rewarding,/rɪˈwɔːdɪŋ/,r | ew | ar | d | ing,,consonant vowel_team r_controlled consonant suffix,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,rhino,/ˈraɪnəʊ/,r | h | i | n | o,,consonant consonant vowel consonant vowel,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,ridge,/rɪdʒ/,r | i | d | g | e,,consonant vowel consonant consonant vowel,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,ropeway,/ˈrəʊpweɪ/,r | o | p | ew | ay,,consonant vowel consonant vowel_team vowel_team,包含高风险拼读组合，但没有可靠分块音标。
WARN,risky_word_without_sounds,rough,/rʌf/,r | ough,,consonant vowel_team,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,safety,/ˈseɪfti/,s | a | f | e | t | y,,consonant vowel consonant vowel consonant consonant,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,sandwich,/ˈsænwɪtʃ/,s | a | n | d | w | i | ch,,consonant vowel consonant consonant consonant vowel consonant,包含高风险拼读组合，但没有可靠分块音标。
WARN,weak_visual_split,sandwich,/ˈsænwɪtʃ/,s | a | n | d | w | i | ch,,consonant vowel consonant consonant consonant vowel consonant,连续单字母视觉拆分过长，教学价值低。
WARN,weak_visual_split,Santa,/ˈsænə/,S | a | n | t | a,,consonant vowel consonant consonant vowel,连续单字母视觉拆分过长，教学价值低。
WARN,risky_word_without_sounds,Saturday,/ˈsætədeɪ/,S | a | t | ur | d | ay,,consonant vowel consonant r_controlled consonant vowel_team,包含高风险拼读组合，但没有可靠分块音标。
